Date,Time (GMT),Verified (ft)
9/16/1985,11:00,-0.83
9/16/1985,12:00,0.46
9/16/1985,13:00,1.57
9/16/1985,14:00,2.06
9/16/1985,15:00,2.07
9/16/1985,16:00,1.44
9/16/1985,17:00,0.43
9/16/1985,18:00,-0.92
9/16/1985,19:00,-2.3
9/16/1985,20:00,-3.12
9/16/1985,21:00,-3.14
9/16/1985,22:00,-2.33
9/16/1985,23:00,-1.34
9/17/1985,0:00,-0.06
9/17/1985,1:00,1.14
9/17/1985,2:00,1.91
9/17/1985,3:00,2.14
9/17/1985,4:00,1.74
9/17/1985,5:00,0.87
9/17/1985,6:00,-0.43
9/17/1985,7:00,-1.77
9/17/1985,8:00,-2.73
9/17/1985,9:00,-2.95
9/17/1985,10:00,-2.47
9/17/1985,11:00,-1.59
9/17/1985,12:00,-0.33
9/17/1985,13:00,1.05
9/17/1985,14:00,2.04
9/17/1985,15:00,2.49
9/17/1985,16:00,2.36
9/17/1985,17:00,1.63
9/17/1985,18:00,0.5
9/17/1985,19:00,-0.97
9/17/1985,20:00,-2.16
9/17/1985,21:00,-2.92
9/17/1985,22:00,-2.68
9/17/1985,23:00,-2
9/18/1985,0:00,-0.99
9/18/1985,1:00,0.2
9/18/1985,2:00,1.24
9/18/1985,3:00,1.8
9/18/1985,4:00,1.83
9/18/1985,5:00,1.33
9/18/1985,6:00,0.31
9/18/1985,7:00,-0.84
9/18/1985,8:00,-2.03
9/18/1985,9:00,-2.84
9/18/1985,10:00,-2.88
9/18/1985,11:00,-2.29
9/18/1985,12:00,-1.32
9/18/1985,13:00,-0.09
9/18/1985,14:00,1.14
9/18/1985,15:00,1.98
9/18/1985,16:00,2.3
9/18/1985,17:00,2.08
9/18/1985,18:00,1.3
9/18/1985,19:00,0.1
9/18/1985,20:00,-1.18
9/18/1985,21:00,-2.37
9/18/1985,22:00,-2.82
9/18/1985,23:00,-2.72
9/19/1985,0:00,-2.08
9/19/1985,1:00,-1.14
9/19/1985,2:00,-0.06
9/19/1985,3:00,0.84
9/19/1985,4:00,1.31
9/19/1985,5:00,1.35
9/19/1985,6:00,0.72
9/19/1985,7:00,-0.16
9/19/1985,8:00,-1.32
9/19/1985,9:00,-2.33
9/19/1985,10:00,-2.94
9/19/1985,11:00,-2.91
9/19/1985,12:00,-2.36
9/19/1985,13:00,-1.39
