Date,Time (GMT),Verified (ft)
10/16/2012,5:24,-1.74
10/16/2012,5:30,-1.91
10/16/2012,5:36,-2.07
10/16/2012,5:42,-2.15
10/16/2012,5:48,-2.2
10/16/2012,5:54,-2.29
10/16/2012,6:00,-2.42
10/16/2012,6:06,-2.49
10/16/2012,6:12,-2.65
10/16/2012,6:18,-2.69
10/16/2012,6:24,-2.81
10/16/2012,6:30,-2.83
10/16/2012,6:36,-2.95
10/16/2012,6:42,-3.03
10/16/2012,6:48,-3.06
10/16/2012,6:54,-3.04
10/16/2012,7:00,-3.03
10/16/2012,7:06,-3.01
10/16/2012,7:12,-3.02
10/16/2012,7:18,-3.02
10/16/2012,7:24,-2.99
10/16/2012,7:30,-3
10/16/2012,7:36,-2.98
10/16/2012,7:42,-2.94
10/16/2012,7:48,-2.9
10/16/2012,7:54,-2.84
10/16/2012,8:00,-2.79
10/16/2012,8:06,-2.73
10/16/2012,8:12,-2.66
10/16/2012,8:18,-2.58
10/16/2012,8:24,-2.5
10/16/2012,8:30,-2.41
10/16/2012,8:36,-2.32
10/16/2012,8:42,-2.23
10/16/2012,8:48,-2.13
10/16/2012,8:54,-2.02
10/16/2012,9:00,-1.92
10/16/2012,9:06,-1.8
10/16/2012,9:12,-1.69
10/16/2012,9:18,-1.57
10/16/2012,9:24,-1.45
10/16/2012,9:30,-1.32
10/16/2012,9:36,-1.2
10/16/2012,9:42,-1.07
10/16/2012,9:48,-0.94
10/16/2012,9:54,-0.81
10/16/2012,10:00,-0.67
10/16/2012,10:06,-0.54
10/16/2012,10:12,-0.4
10/16/2012,10:18,-0.27
10/16/2012,10:24,-0.13
10/16/2012,10:30,0.01
10/16/2012,10:36,0.14
10/16/2012,10:42,0.28
10/16/2012,10:48,0.41
10/16/2012,10:54,0.55
10/16/2012,11:00,0.68
10/16/2012,11:06,0.81
10/16/2012,11:12,0.94
10/16/2012,11:18,1.07
10/16/2012,11:24,1.19
10/16/2012,11:30,1.32
10/16/2012,11:36,1.44
10/16/2012,11:42,1.56
10/16/2012,11:48,1.67
10/16/2012,11:54,1.78
10/16/2012,12:00,1.89
10/16/2012,12:06,1.99
10/16/2012,12:12,2.16
10/16/2012,12:18,2.22
10/16/2012,12:24,2.24
10/16/2012,12:30,2.36
10/16/2012,12:36,2.38
10/16/2012,12:42,2.42
10/16/2012,12:48,2.51
10/16/2012,12:54,2.66
10/16/2012,13:00,2.67
10/16/2012,13:06,2.64
10/16/2012,13:12,2.79
10/16/2012,13:18,2.87
10/16/2012,13:24,2.74
10/16/2012,13:30,2.75
10/16/2012,13:36,2.74
10/16/2012,13:42,2.77
10/16/2012,13:48,2.66
10/16/2012,13:54,2.61
10/16/2012,14:00,2.63
10/16/2012,14:06,2.59
10/16/2012,14:12,2.57
10/16/2012,14:18,2.61
10/16/2012,14:24,2.6
10/16/2012,14:30,2.54
10/16/2012,14:36,2.47
10/16/2012,14:42,2.46
10/16/2012,14:48,2.34
10/16/2012,14:54,2.37
10/16/2012,15:00,2.19
10/16/2012,15:06,2.17
10/16/2012,15:12,2.06
10/16/2012,15:18,2.01
10/16/2012,15:24,1.97
10/16/2012,15:30,1.91
10/16/2012,15:36,1.89
10/16/2012,15:42,1.82
10/16/2012,15:48,1.65
10/16/2012,15:54,1.62
10/16/2012,16:00,1.47
10/16/2012,16:06,1.32
10/16/2012,16:12,1.19
10/16/2012,16:18,1.09
10/16/2012,16:24,0.93
10/16/2012,16:30,0.73
10/16/2012,16:36,0.65
10/16/2012,16:42,0.55
10/16/2012,16:48,0.42
10/16/2012,16:54,0.21
10/16/2012,17:00,0.11
10/16/2012,17:06,-0.01
10/16/2012,17:12,-0.07
10/16/2012,17:18,-0.26
10/16/2012,17:24,-0.45
10/16/2012,17:30,-0.56
10/16/2012,17:36,-0.66
10/16/2012,17:42,-0.79
10/16/2012,17:48,-0.95
10/16/2012,17:54,-1.09
10/16/2012,18:00,-1.23
10/16/2012,18:06,-1.34
10/16/2012,18:12,-1.49
10/16/2012,18:18,-1.58
10/16/2012,18:24,-1.74
10/16/2012,18:30,-1.83
